match_id,home_position,home_played_matches,home_wins,home_draws,home_loses,home_goals_scored,home_goals_conceded,home_goal_difference,home_team_wins_in_last_5_matches,home_team_draws_in_last_5_matches,home_team_loses_in_last_5_matches,home_team_scored_goals_in_last_5_matches,home_team_conceded_goals_in_last_5_matches,away_position,away_played_matches,away_wins,away_draws,away_loses,away_goals_scored,away_goals_conceded,away_goal_difference,away_team_wins_in_last_5_matches,away_team_draws_in_last_5_matches,away_team_loses_in_last_5_matches,away_team_scored_goals_in_last_5_matches,away_team_conceded_goals_in_last_5_matches,result,home_odds,draw_odds,away_odds
46,14,5,1,1,3,9,16,-7,1,1,3,9,16,10,5,2,1,2,7,3,4,2,1,2,7,3,2,3.400,3.470,2.090
47,18,5,0,1,4,6,16,-10,0,1,4,6,16,4,5,3,1,1,7,3,4,3,1,1,7,3,2,2.400,3.380,2.840
48,9,5,2,2,1,6,5,1,2,2,1,6,5,16,5,0,2,3,4,10,-6,0,2,3,4,10,1,1.560,3.910,5.960
49,6,5,3,0,2,9,4,5,3,0,2,9,4,13,5,2,0,3,6,9,-3,2,0,3,6,9,0,2.010,3.480,3.570
50,17,5,0,2,3,2,8,-6,0,2,3,2,8,12,5,2,1,2,7,10,-3,2,1,2,7,10,0,2.500,3.330,2.730
51,5,5,3,1,1,6,3,3,3,1,1,6,3,14,5,1,1,3,7,14,-7,1,1,3,7,14,2,1.410,4.540,7.380
52,8,5,3,0,2,5,5,0,3,0,2,5,5,2,5,4,0,1,11,5,6,4,0,1,11,5,1,2.670,3.370,2.540
53,10,5,2,2,1,6,7,-1,2,2,1,6,7,11,5,2,1,2,6,4,2,2,1,2,6,4,0,4.200,3.500,1.850
54,8,5,3,0,2,11,8,3,3,0,2,11,8,3,5,4,0,1,16,1,15,4,0,1,16,1,2,4.810,3.810,1.680
55,6,6,3,1,2,9,4,5,2,1,2,6,4,18,6,0,1,5,6,17,-11,0,1,4,5,14,2,1.550,4.190,5.640
56,18,6,0,3,3,6,12,-6,0,2,3,4,10,5,6,3,2,1,8,8,0,2,2,1,6,7,1,2.930,3.350,2.340
57,1,6,5,0,1,18,1,17,5,0,0,18,0,7,6,3,1,2,7,7,0,3,1,1,7,5,0,1.330,5.010,8.860
58,13,6,2,1,3,8,13,-5,1,1,3,6,13,11,6,2,1,3,7,6,1,1,1,3,4,5,2,3.760,3.440,1.960
59,3,6,4,1,1,8,3,5,3,1,1,7,3,8,6,3,1,2,6,6,0,2,1,2,5,6,0,2.060,3.330,3.530
60,9,6,3,0,3,11,10,1,3,0,2,11,7,16,6,1,1,4,10,18,-8,1,0,4,8,16,0,1.380,4.630,7.920
61,14,6,2,0,4,7,12,-5,1,0,4,4,12,15,6,1,2,3,5,9,-4,1,2,2,5,7,0,1.840,3.520,4.160
62,13,6,2,1,3,11,15,-4,2,1,2,11,12,4,6,4,0,2,12,5,7,4,0,1,11,3,0,2.920,3.400,2.310
63,3,6,4,1,1,12,6,6,3,1,1,10,6,11,6,2,3,1,8,7,1,2,3,0,8,6,0,1.830,3.570,4.180
64,15,7,1,2,4,5,10,-5,1,1,3,4,7,7,7,3,1,3,10,6,4,2,0,3,6,5,2,2.970,3.370,2.340
65,8,7,3,1,3,9,7,2,2,1,2,6,5,16,7,0,4,3,6,12,-6,0,2,3,3,9,0,1.240,5.650,12.340
66,17,7,1,1,5,12,22,-10,1,0,4,9,18,3,7,5,1,1,9,3,6,4,0,1,7,2,0,2.920,3.350,2.350
67,12,7,2,3,2,9,9,0,2,2,1,7,6,10,7,3,1,3,13,15,-2,3,1,1,12,7,0,1.960,3.470,3.710
68,5,7,4,0,3,12,7,5,3,0,2,10,5,1,7,6,0,1,21,1,20,5,0,0,20,0,1,6.300,4.210,1.490
69,11,7,3,1,3,7,10,-3,2,1,2,6,8,13,7,3,0,4,8,12,-4,2,0,3,5,11,0,1.700,3.730,4.780
70,9,7,3,1,3,6,7,-1,2,1,2,4,5,14,7,2,1,4,9,15,-6,0,1,4,5,14,1,2.110,3.350,3.380
71,17,7,1,1,5,8,18,-10,1,0,4,5,13,8,7,4,0,3,15,12,3,3,0,2,10,8,2,2.740,3.400,2.450
72,10,7,3,3,1,8,8,0,1,3,1,4,6,2,7,5,1,1,14,7,7,4,1,0,12,6,0,2.680,3.370,2.520
73,2,8,5,1,2,16,10,6,3,1,1,9,6,6,8,4,1,3,13,7,6,2,1,2,8,5,2,2.850,3.390,2.390
74,1,8,6,1,1,21,1,20,4,1,0,15,0,10,8,3,3,2,12,9,3,3,1,1,9,5,0,1.190,6.650,13.470
75,14,8,2,2,4,12,18,-6,0,2,3,6,13,17,8,0,4,4,6,16,-10,0,2,3,3,11,2,1.660,3.710,5.160
76,3,8,5,1,2,9,4,5,3,0,2,3,2,9,8,4,1,3,10,11,-1,2,1,2,8,9,1,2.650,3.300,2.590
77,5,8,5,0,3,17,13,4,3,0,2,8,7,16,8,1,2,5,5,12,-7,1,0,4,3,8,2,1.460,4.220,6.980
78,7,8,4,1,3,12,6,6,3,0,2,8,4,8,8,4,1,3,12,7,5,2,1,2,8,5,0,2.030,3.440,3.520
79,13,8,3,0,5,9,15,-6,2,0,3,5,10,11,8,3,2,3,9,10,-1,2,2,1,7,6,0,2.080,3.410,3.450
80,13,8,3,1,4,13,18,-5,3,0,2,11,9,7,8,4,3,1,11,10,1,2,2,1,6,7,0,2.430,3.370,2.800
81,16,8,2,1,5,13,22,-9,2,0,3,7,13,18,8,1,1,6,9,20,-11,1,0,4,6,10,2,2.510,3.370,2.710
82,16,9,1,4,4,7,16,-9,1,2,2,4,10,5,9,5,1,3,16,12,4,2,1,2,7,7,1,3.730,3.550,1.960
83,4,9,5,1,3,15,7,8,3,0,2,10,5,10,9,4,1,4,15,18,-3,3,0,2,9,6,0,1.290,5.270,9.910
84,18,9,2,1,6,11,21,-10,2,0,3,5,7,12,9,4,0,5,11,16,-5,3,0,2,7,8,1,2.210,3.450,3.070
85,11,9,3,3,3,12,13,-1,2,1,2,8,9,15,9,2,2,5,12,19,-7,0,1,4,5,13,1,1.970,3.440,3.730
86,9,9,4,1,4,12,9,3,2,1,2,7,5,2,9,5,2,2,11,6,5,3,1,1,5,3,0,1.990,3.400,3.680
87,14,9,2,2,5,7,13,-6,2,0,3,5,6,17,9,2,1,6,14,24,-10,1,0,4,5,15,0,1.970,3.450,3.710
88,13,9,3,2,4,10,12,-2,1,2,2,7,8,5,9,5,1,3,14,6,8,4,0,1,10,3,1,2.510,3.330,2.710
89,8,9,4,3,2,11,12,-1,2,1,2,5,8,1,9,7,1,1,25,1,24,4,1,0,16,0,0,8.030,4.480,1.390
90,9,9,4,2,3,12,13,-1,2,1,2,10,11,7,9,5,0,4,18,15,3,2,0,3,8,9,2,2.020,3.420,3.570
91,18,10,2,1,7,14,25,-11,1,0,4,5,9,9,10,4,2,4,12,14,-2,1,1,3,6,11,2,3.440,3.450,2.080
92,1,10,7,1,2,26,3,23,3,1,1,10,2,13,10,3,3,4,12,14,-2,0,3,2,7,9,0,1.170,6.780,15.830
93,15,10,2,3,5,12,19,-7,0,2,3,5,9,6,10,5,2,3,17,13,4,1,2,2,6,8,2,2.680,3.340,2.540
94,7,10,5,2,3,11,7,4,2,1,2,4,4,4,10,5,3,2,13,13,0,3,1,1,7,6,0,2.040,3.370,3.580
95,3,10,6,0,4,19,15,4,3,0,2,8,7,9,10,5,1,4,13,9,4,2,1,2,4,5,0,1.920,3.430,3.920
96,5,10,5,2,3,16,8,8,3,1,1,9,5,2,10,6,1,3,20,7,13,4,0,1,14,3,1,3.210,3.360,2.190
97,11,10,4,1,5,12,17,-5,2,1,2,6,8,10,10,3,4,3,12,13,-1,1,2,2,6,8,2,2.170,3.350,3.230
98,12,10,4,1,5,15,23,-8,3,0,2,8,9,16,10,1,5,4,8,17,-9,1,3,1,4,7,0,1.910,3.460,3.920
99,17,10,2,2,6,12,22,-10,2,1,2,6,6,14,10,3,2,5,8,13,-5,3,0,2,6,5,1,1.890,3.440,4.060
100,15,11,2,3,6,13,22,-9,0,2,3,5,9,6,11,5,3,3,17,9,8,2,2,1,8,5,0,2.540,3.340,2.730
101,3,11,6,2,3,21,8,13,4,1,0,14,2,12,11,4,1,6,14,20,-6,2,1,2,7,8,0,1.340,4.840,9.170
102,10,11,4,4,3,15,15,0,2,1,2,7,8,5,11,6,2,3,13,8,5,2,1,2,5,5,2,2.180,3.310,3.290
103,9,11,5,1,5,14,12,2,1,1,3,2,7,13,11,3,3,5,9,14,-5,2,1,2,4,5,1,1.700,3.620,4.950
104,8,11,5,2,4,13,14,-1,2,1,2,6,7,16,11,2,3,6,13,23,-10,2,2,1,7,6,1,1.650,3.750,5.180
105,14,11,3,3,5,12,18,-6,0,2,3,6,12,18,11,2,1,8,14,26,-12,1,0,4,4,8,2,1.750,3.620,4.600
106,4,11,6,2,3,20,14,6,2,1,2,8,8,11,11,5,1,5,18,23,-5,3,0,2,7,8,0,1.490,4.210,6.430
107,18,11,1,5,5,8,20,-12,1,2,2,2,8,1,11,8,1,2,30,3,27,3,1,1,12,2,2,14.920,6.180,1.200
108,8,11,5,3,3,14,15,-1,2,1,2,6,7,5,11,7,0,4,22,16,6,4,0,1,11,6,1,2.720,3.330,2.510
109,12,12,3,4,5,10,15,-5,2,2,1,5,5,8,12,5,3,4,15,16,-1,2,2,1,8,6,2,3.000,3.350,2.330
110,1,12,9,1,2,32,4,28,3,1,1,11,3,2,12,7,2,3,26,9,17,4,1,0,17,2,2,1.600,3.900,5.450
111,17,12,3,1,8,16,27,-11,2,0,3,4,5,10,12,4,4,4,16,17,-1,2,1,2,7,8,1,2.610,3.330,2.610
112,4,12,7,2,3,15,9,6,2,1,2,6,6,3,12,7,2,3,23,16,7,2,1,2,9,9,0,2.450,3.330,2.810
113,5,12,7,1,4,24,18,6,3,1,1,9,6,15,12,3,3,6,13,20,-7,0,2,3,7,13,0,1.720,3.620,4.810
114,13,12,4,1,7,15,25,-10,1,1,3,7,13,7,12,5,4,3,16,17,-1,2,1,2,8,9,0,2.310,3.360,2.970
115,17,12,2,4,6,15,25,-10,1,3,1,7,7,9,12,5,2,5,15,13,2,1,2,2,3,6,0,2.300,3.370,2.990
116,8,12,5,3,4,18,12,6,2,2,1,8,6,18,12,1,5,6,9,22,-13,1,1,3,3,10,0,1.390,4.510,7.940
117,11,12,5,1,6,20,26,-6,2,0,3,7,11,3,13,8,2,3,20,9,11,3,1,1,11,5,2,3.360,3.400,2.120
118,18,13,1,5,7,10,24,-14,1,1,3,4,8,11,13,5,1,7,19,26,-7,2,1,2,10,11,0,2.880,3.330,2.380
119,3,13,8,2,3,27,9,18,4,1,0,14,2,4,13,8,1,4,28,18,10,3,1,1,11,5,0,1.680,3.690,4.980
120,8,13,5,4,4,17,21,-4,1,1,3,6,11,14,13,3,4,6,17,25,-8,2,3,0,8,5,1,2.190,3.390,3.170
121,10,13,4,5,4,18,19,-1,1,2,2,6,10,7,13,6,3,4,17,16,1,2,2,1,7,5,1,2.780,3.290,2.470
122,9,13,5,2,6,15,15,0,1,1,3,3,8,17,13,3,2,8,18,29,-11,1,1,3,5,7,1,1.630,3.690,5.460
123,16,13,3,3,7,13,24,-11,0,1,4,4,14,13,13,3,4,6,10,17,-7,2,2,1,5,5,0,2.020,3.320,3.650
124,16,12,3,3,6,16,23,-7,1,2,2,7,8,3,13,9,1,3,32,5,27,3,0,2,11,4,0,8.730,4.770,1.350
125,5,13,7,2,4,23,21,2,2,1,2,7,11,7,13,6,3,4,20,13,7,2,2,1,8,7,0,2.140,3.390,3.290
126,6,14,6,4,4,20,19,1,2,2,1,8,6,9,14,5,3,6,16,16,0,1,2,2,4,7,0,1.750,3.680,4.620
127,3,14,9,1,4,34,8,26,2,0,3,9,7,4,14,8,2,4,25,21,4,3,1,1,9,9,0,1.300,5.310,9.570
128,17,14,3,3,8,19,30,-11,1,2,2,5,6,8,14,5,5,4,18,22,-4,1,2,2,7,10,1,2.390,3.360,2.860
129,16,14,3,4,7,10,18,-8,1,2,2,3,5,9,14,4,6,4,21,22,-1,1,3,1,9,9,1,2.410,3.340,2.850
130,2,14,9,2,3,23,9,14,4,0,1,12,3,1,14,9,2,3,29,9,20,4,1,0,14,2,1,3.440,3.420,2.070
131,7,14,6,3,5,20,15,5,1,2,2,6,9,11,13,5,1,7,20,29,-9,2,0,3,7,11,1,1.440,4.350,7.230
132,12,14,5,1,8,19,28,-9,1,1,3,8,12,13,13,4,3,6,19,25,-6,2,1,2,7,7,1,2.330,3.390,2.920
133,15,14,3,5,6,18,26,-8,1,4,0,7,5,14,14,4,3,7,14,24,-10,1,1,3,4,12,0,1.890,3.500,3.950
134,5,14,8,1,5,28,20,8,3,1,1,10,5,18,14,2,5,7,12,24,-12,1,1,3,5,8,0,1.360,4.680,8.400
135,9,15,4,7,4,22,23,-1,1,3,1,10,10,4,15,9,1,5,31,21,10,3,1,1,12,6,2,2.810,3.380,2.450
136,18,15,2,5,8,13,27,-14,1,0,4,5,10,4,15,9,3,3,24,10,14,4,1,0,13,3,0,3.920,3.400,1.940
137,12,14,5,2,7,22,31,-9,1,1,3,7,13,17,15,3,4,8,20,31,-11,1,3,1,6,6,0,2.210,3.330,3.170
138,8,15,5,6,4,19,23,-4,0,3,2,6,10,6,15,7,4,4,22,19,3,3,2,0,10,5,1,2.730,3.340,2.500
139,14,14,4,4,6,21,27,-6,2,2,1,9,8,11,15,4,5,6,20,26,-6,2,3,0,8,4,1,2.210,3.360,3.180
140,15,15,4,3,8,14,26,-12,1,0,4,2,12,10,15,5,3,7,16,18,-2,0,2,3,3,9,2,2.280,3.310,3.060
141,5,15,8,2,5,26,25,1,3,0,2,9,12,13,15,5,2,8,21,30,-9,1,1,3,9,13,0,1.620,3.940,5.200
142,3,15,9,3,3,30,10,20,3,2,0,10,3,16,15,3,5,7,11,19,-8,0,3,2,3,6,1,1.240,5.690,12.340
143,7,15,6,4,5,22,17,5,1,2,2,6,9,1,15,10,1,4,38,9,29,3,0,2,12,6,2,5.600,4.070,1.560
144,10,15,6,2,7,26,31,-5,2,1,2,11,8,13,15,4,5,6,21,27,-6,2,2,1,9,8,1,2.520,3.400,2.710
145,1,16,11,1,4,40,10,30,3,0,2,10,7,10,16,6,3,7,27,32,-5,1,2,2,9,9,0,1.130,8.420,17.640
146,18,16,3,4,9,20,35,-15,1,3,1,6,9,2,16,9,4,3,31,11,20,3,2,0,10,3,2,5.930,3.890,1.560
147,13,16,4,6,6,20,26,-6,2,3,0,7,3,17,16,3,5,8,14,27,-13,2,0,3,6,7,1,1.570,3.890,5.890
148,9,16,6,3,7,18,18,0,1,2,2,4,6,11,16,4,7,5,23,25,-2,0,3,2,8,10,1,1.970,3.420,3.780
149,6,16,7,5,4,22,19,3,2,3,0,9,5,16,16,4,3,9,14,28,-14,1,0,4,2,10,2,1.490,3.970,6.870
150,3,16,10,1,5,33,22,11,3,1,1,11,6,5,16,9,2,5,30,26,4,3,0,2,10,12,0,2.020,3.460,3.560
151,14,16,5,2,9,22,34,-12,1,1,3,8,14,7,16,6,4,6,23,19,4,1,1,3,6,10,0,2.620,3.380,2.580
152,16,16,3,6,7,12,20,-8,0,3,2,3,6,9,16,5,7,4,19,23,-4,0,4,1,5,8,1,2.280,3.280,3.120
153,4,16,9,3,4,24,11,13,3,1,1,11,3,14,16,4,6,6,22,28,-6,2,3,0,9,6,0,1.870,3.420,4.230
154,4,17,10,3,4,25,11,14,3,1,1,10,2,1,17,12,1,4,43,10,33,3,0,2,11,6,0,5.080,3.680,1.680
155,18,17,3,4,10,21,39,-18,0,3,2,5,12,17,17,3,6,8,15,28,-13,2,1,2,6,6,0,2.080,3.310,3.530
156,9,17,6,4,7,19,19,0,1,2,2,4,6,7,17,5,8,4,20,24,-4,0,4,1,4,7,1,1.950,3.410,3.810
157,16,17,3,7,7,13,21,-8,0,3,2,3,6,5,17,9,2,6,30,31,-1,2,0,3,7,15,1,2.850,3.310,2.420
158,15,17,5,3,9,17,28,-11,2,0,3,4,8,11,17,4,8,5,24,26,-2,0,4,1,8,9,0,2.160,3.330,3.300
159,4,17,11,1,5,38,22,16,4,0,1,14,4,8,17,6,4,7,23,20,3,1,1,3,5,8,0,1.830,3.500,4.250
160,12,17,6,2,9,23,34,-11,2,1,2,8,9,10,17,6,3,8,27,35,-8,1,2,2,7,9,0,1.810,3.530,4.270
161,14,17,4,7,6,21,27,-6,2,3,0,6,2,4,17,10,4,3,35,12,23,3,2,0,9,3,2,4.260,3.500,1.830
162,6,17,7,5,5,22,22,0,2,2,1,7,6,15,17,4,6,7,22,29,-7,1,3,1,6,6,0,1.780,3.520,4.540
163,7,18,5,9,4,20,24,-4,0,5,0,3,3,12,18,6,3,9,19,28,-9,3,0,2,6,4,0,2.230,3.280,3.250
164,18,18,3,6,9,15,29,-14,2,1,2,5,5,16,18,3,8,7,13,21,-8,0,4,1,3,4,1,2.460,3.230,2.850
165,1,18,12,1,5,44,13,31,3,0,2,12,8,9,18,7,2,9,24,34,-10,2,1,2,5,8,0,1.190,6.530,13.490
166,2,18,11,4,3,40,13,27,3,2,0,13,4,8,18,6,5,7,19,19,0,1,3,1,4,4,0,1.340,4.670,9.560
167,11,18,6,3,9,27,36,-9,1,2,2,7,7,3,18,12,1,5,41,23,18,4,0,1,13,5,2,3.780,3.510,1.930
168,13,18,4,8,6,24,28,-4,0,3,2,6,9,14,18,4,7,7,22,32,-10,1,3,1,5,7,2,2.360,3.280,2.960
169,5,18,9,3,6,30,31,-1,2,1,2,7,10,6,18,8,5,5,25,24,1,2,2,1,8,8,1,2.250,3.340,3.110
170,15,18,4,6,8,24,32,-8,0,3,2,5,7,18,18,4,4,10,22,39,-17,1,2,2,4,10,0,1.710,3.640,4.830
171,10,18,6,4,8,24,23,1,0,1,4,4,10,4,18,11,3,4,28,12,16,3,1,1,8,3,2,2.520,3.270,2.740
172,13,19,6,3,10,19,29,-10,2,0,3,5,5,2,19,12,4,3,43,14,29,3,2,0,14,5,2,5.790,3.810,1.590
173,11,19,5,7,7,24,33,-9,2,2,1,6,7,2,19,13,1,5,46,13,33,4,0,1,12,5,1,6.160,4.010,1.520
174,15,19,4,8,7,25,30,-5,0,2,3,4,8,7,19,6,9,4,21,24,-3,1,4,0,3,2,2,2.390,3.300,2.890
175,8,19,6,5,8,20,22,-2,1,2,2,4,6,17,19,3,7,9,17,31,-14,1,2,2,5,7,1,1.630,3.690,5.470
176,6,19,8,6,5,26,25,1,2,2,1,6,6,10,19,6,4,9,24,26,-2,0,1,4,4,11,1,1.730,3.600,4.700
177,3,19,13,1,5,45,24,21,5,0,0,17,4,12,19,5,6,8,27,33,-6,1,2,2,6,6,1,1.660,3.750,5.020
178,9,19,7,2,10,24,36,-12,2,1,2,5,8,4,19,12,3,4,31,12,19,3,1,1,8,3,1,2.840,3.330,2.410
179,18,19,4,4,11,23,42,-19,1,1,3,4,12,6,19,9,4,6,31,32,-1,1,2,2,6,11,1,3.190,3.360,2.190
180,16,19,3,9,7,15,23,-8,0,5,0,5,5,13,19,6,3,10,28,40,-12,1,1,3,6,9,2,1.770,3.520,4.490
181,10,20,7,3,10,24,36,-12,2,1,2,3,6,18,20,4,5,11,25,44,-19,1,1,3,5,13,0,1.670,3.760,5.120
182,2,20,13,2,5,47,14,33,3,1,1,9,5,16,20,3,9,8,15,24,-9,0,4,1,4,5,0,1.140,7.550,18.040
183,1,20,13,4,3,45,14,31,4,1,0,15,4,6,20,8,7,5,28,27,1,1,3,1,6,8,0,1.410,4.300,7.940
184,13,20,5,7,8,28,34,-6,1,2,2,7,7,7,20,7,9,4,22,24,-2,2,3,0,3,1,1,1.910,3.460,3.940
185,4,20,12,4,4,31,12,19,3,1,1,7,2,3,20,13,2,5,46,25,21,4,1,0,15,4,0,2.410,3.290,2.880
186,11,20,6,5,9,26,28,-2,0,1,4,4,11,15,20,4,8,8,25,31,-6,0,1,4,3,8,0,1.840,3.500,4.180
187,5,20,9,5,6,33,34,-1,1,3,1,7,9,9,20,6,6,8,22,24,-2,1,3,1,6,6,1,1.880,3.450,4.090
188,17,20,3,8,9,19,33,-14,1,3,1,6,6,14,20,6,3,11,19,31,-12,2,0,3,5,5,1,2.620,3.220,2.650
189,11,20,7,3,10,29,40,-11,1,1,3,3,9,13,20,5,8,7,25,34,-9,1,3,1,5,8,2,3.030,3.360,2.280
190,11,21,6,7,8,23,25,-2,0,4,1,5,7,13,21,5,8,8,29,35,-6,1,2,2,7,7,1,2.290,3.260,3.160
191,18,21,4,5,12,27,47,-20,1,1,3,7,12,2,21,14,2,5,49,14,35,3,1,1,9,4,1,9.410,5.180,1.310
192,11,21,6,8,7,26,34,-8,2,2,1,6,8,5,21,9,6,6,34,35,-1,0,4,1,4,9,2,2.070,3.400,3.470
193,15,21,4,8,9,25,36,-11,0,1,4,2,11,1,21,14,4,3,46,14,32,5,0,0,15,3,2,7.120,3.990,1.480
194,16,21,3,9,9,15,26,-11,0,3,2,3,6,3,21,13,4,4,34,12,22,4,1,0,10,1,2,3.190,3.260,2.250
195,6,21,8,7,6,28,28,0,1,2,2,6,9,17,21,3,9,9,19,33,-14,0,4,1,5,6,0,1.490,4.000,6.810
196,14,21,6,4,11,19,31,-12,2,1,2,5,3,13,21,7,3,11,29,41,-12,1,0,4,2,9,0,1.770,3.500,4.600
197,7,21,7,10,4,23,25,-2,2,3,0,4,2,9,21,7,5,9,31,28,3,1,1,3,8,9,0,2.440,3.240,2.870
198,4,21,13,2,6,46,28,18,3,1,1,13,6,8,21,8,3,10,27,38,-11,3,1,1,5,4,0,1.650,3.740,5.170
199,2,22,14,4,4,36,13,23,4,1,0,11,2,11,22,6,8,8,27,37,-10,2,1,2,6,10,1,1.740,3.640,4.740
200,17,22,3,9,10,20,37,-17,0,3,2,5,9,15,22,4,8,10,25,37,-12,0,0,5,1,11,0,2.620,3.210,2.690
201,14,22,7,3,12,30,43,-13,1,0,4,3,8,6,22,9,7,6,32,29,3,2,2,1,10,7,2,3.800,3.410,1.950
202,13,22,5,9,8,30,36,-6,1,3,1,8,7,16,22,3,9,10,16,28,-12,0,2,3,3,7,0,1.760,3.470,4.760
203,10,22,7,5,10,33,32,1,1,1,3,10,12,18,22,4,6,12,27,47,-20,1,2,2,6,8,0,1.690,3.680,4.970
204,5,22,10,6,6,37,36,1,1,4,0,7,5,12,22,7,4,11,21,32,-11,2,1,2,4,4,2,1.800,3.560,4.320
205,9,22,8,3,11,27,42,-15,2,1,2,4,8,11,22,6,8,8,24,26,-2,0,4,1,5,7,2,2.200,3.310,3.240
206,3,22,14,3,5,49,14,35,2,2,1,6,4,4,22,14,2,6,50,28,22,3,1,1,12,6,0,1.430,4.380,7.190
207,1,22,15,4,3,47,14,33,5,0,0,12,2,7,22,8,10,4,27,27,0,3,2,0,7,3,0,1.270,5.290,11.030
208,1,23,16,4,3,50,15,35,5,0,0,10,2,11,23,6,9,8,34,36,-2,2,3,0,10,4,0,1.290,5.100,10.460
209,18,23,4,6,13,28,51,-23,0,2,3,6,12,4,23,14,2,7,50,30,20,2,1,2,9,7,0,3.780,3.500,1.930
210,12,23,6,9,8,28,38,-10,2,2,1,6,6,8,23,8,5,10,37,33,4,2,1,2,13,10,2,1.990,3.420,3.690
211,7,23,8,10,5,28,30,-2,3,1,1,8,6,15,23,4,9,10,23,37,-14,1,3,1,8,8,1,1.730,3.570,4.860
212,16,23,4,8,11,25,40,-15,0,0,5,1,12,6,23,10,6,7,37,37,0,1,3,1,7,6,0,2.510,3.310,2.740
213,17,23,3,9,11,16,32,-16,0,1,4,3,11,13,23,8,3,12,28,44,-16,1,1,3,4,10,1,2.300,3.270,3.070
214,5,23,10,7,6,34,29,5,2,2,1,9,5,2,23,15,3,5,51,14,37,3,2,0,7,1,0,4.440,3.580,1.780
215,9,23,7,8,8,26,27,-1,1,3,1,7,8,14,23,7,3,13,30,45,-15,1,0,4,3,9,1,1.610,3.720,5.550
216,10,23,8,4,11,22,32,-10,2,1,2,3,4,3,23,14,5,4,37,14,23,3,2,0,9,2,0,2.900,3.220,2.420
217,8,24,9,5,10,41,33,8,3,1,1,17,7,18,24,3,10,11,16,32,-16,0,1,4,1,9,1,1.620,3.840,5.480
218,16,24,4,10,10,25,39,-14,1,3,1,8,8,1,24,17,4,3,52,16,36,5,0,0,9,2,1,8.200,4.440,1.390
219,2,24,15,3,6,51,16,35,2,2,1,5,3,10,24,7,9,8,27,28,-1,1,4,0,7,6,0,1.250,5.620,11.620
220,14,24,7,4,13,31,46,-15,1,1,3,3,6,15,24,5,8,11,26,40,-14,1,0,4,1,10,0,2.370,3.260,2.950
221,12,24,6,9,9,35,38,-3,1,3,1,8,5,9,24,9,4,11,23,32,-9,3,1,1,4,3,0,1.970,3.340,3.870
222,3,24,14,5,5,37,15,22,2,2,1,6,3,17,24,5,6,13,30,52,-22,1,2,2,7,10,1,1.540,4.020,5.970
223,11,24,8,4,12,28,44,-16,1,2,2,4,8,5,24,11,7,6,36,29,7,3,1,1,10,4,0,2.910,3.320,2.370
224,4,24,14,2,8,51,32,19,1,1,3,6,8,14,24,6,9,9,28,42,-14,1,2,2,4,9,0,1.810,3.490,4.340
225,6,24,10,6,8,37,38,-1,1,2,2,6,6,7,24,8,11,5,30,32,-2,2,2,1,9,8,0,1.970,3.420,3.710
226,12,25,7,9,9,28,35,-7,1,3,1,6,11,8,25,9,6,10,41,33,8,3,1,1,15,5,2,2.350,3.320,3.000
227,15,25,4,11,10,25,39,-14,1,3,1,6,6,11,25,7,9,9,37,39,-2,2,2,1,9,5,0,2.900,3.230,2.430
228,1,25,17,5,3,52,16,36,4,1,0,7,2,6,25,11,6,8,40,38,2,2,1,2,7,4,0,1.350,4.750,8.820
229,14,25,6,9,10,29,45,-16,1,1,3,4,11,17,25,5,7,13,30,52,-22,1,2,2,5,8,2,1.810,3.560,4.320
230,16,25,5,8,12,26,41,-15,1,0,4,1,10,2,25,16,3,6,58,17,41,3,1,1,11,3,2,8.990,4.640,1.350
231,5,25,11,7,7,38,32,6,3,0,2,10,5,3,25,14,6,5,37,15,22,2,2,1,6,3,2,2.080,3.330,3.500
232,9,25,9,4,12,24,34,-10,3,1,1,5,3,10,25,9,4,12,31,46,-15,2,1,2,7,10,2,2.030,3.360,3.600
233,8,25,8,11,6,30,35,-5,1,2,2,8,11,13,25,8,4,13,32,46,-14,1,1,3,3,6,0,1.610,3.690,5.770
234,18,25,3,11,11,16,32,-16,0,2,3,1,8,4,25,15,2,8,54,33,21,2,0,3,8,8,2,3.460,3.290,2.110
235,9,26,10,4,12,34,47,-13,2,1,2,7,9,14,26,6,9,11,30,48,-18,0,1,4,4,14,0,2.020,3.500,3.600
236,2,26,17,3,6,64,17,47,3,1,1,15,3,7,26,9,11,6,34,36,-2,2,1,2,11,11,0,1.180,6.680,15.010
237,16,26,6,7,13,33,53,-20,2,2,1,6,6,18,26,3,11,12,17,36,-19,0,2,3,2,10,0,1.980,3.390,3.790
238,11,26,7,9,10,38,41,-3,2,1,2,9,6,17,26,5,8,13,26,47,-21,1,0,4,1,11,2,1.710,3.570,5.040
239,3,26,15,6,5,39,16,23,2,2,1,5,4,12,26,7,9,10,29,37,-8,1,2,2,6,12,2,1.690,3.580,5.230
240,4,26,16,2,8,58,34,24,3,0,2,12,6,5,26,11,7,8,39,34,5,3,0,2,11,6,0,1.920,3.540,3.820
241,6,26,11,6,9,40,39,1,2,0,3,6,4,15,26,5,11,10,27,40,-13,2,2,1,8,7,1,1.810,3.500,4.470
242,13,26,8,4,14,33,50,-17,1,1,3,4,9,1,26,18,5,3,53,16,37,4,1,0,7,2,2,7.730,4.410,1.410
243,9,26,10,6,10,43,34,9,3,1,1,12,6,11,26,9,4,13,25,37,-12,3,0,2,6,6,0,1.830,3.500,4.300
